zinc_id,SMILES
ZINC000085547863,CCNC[C@@H]1C[C@H]([C@@H](c2ccc(C=O)cc2)C2CCCC2)N2C[C@]12O
ZINC000085593390,CC(=O)Oc1cc(CO)c2c(c1/C=C/c1ccccc1)C(=O)c1cc(O[C@H]3O[C@@H](C)[C@@H](O)[C@@H](O)[C@H]3O)c(C)c(O)c1C2=O
ZINC000059588288,COC(=O)c1ccc(O)c(O[C@@H]2O[C@H](COC(=O)c3ccc(O)cc3)[C@@H](O)[C@H](O)[C@H]2O)c1
ZINC000095485969,CC/C(C)=C/CCc1c2c(c(O)c3c(=O)c4cc(O)c(CCC=C(C)C)c(O)c4oc13)C=CC(C)(C)O2
ZINC000059588716,CC(C)(O)[C@@](C)(Cc1c(O)ccc2ccc(=O)oc12)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
ZINC000103572024,C=C1C(=O)[C@@]23[C@H]4O[C@H]5O[C@]2(O)[C@@H](O)[C@@H]2C(C)(C)CCC[C@]52[C@H]3[C@@H](OC(C)=O)C[C@@H]14
ZINC000095914806,O=C(O)CC1(O[C@H]2O[C@H](CO)[C@H](O)[C@@H](O)[C@H]2O)CCC(O)CC1
ZINC000095099309,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C(=O)/C=C/c4ccc(O)c(O)c4)C(=CC[C@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
ZINC000085626499,CNCOc1c2cc3c4c1OC[C@@H](CC/N=C(\N)NCC(C)C)[C@@H]4CCC[C@@H]3C[C@@H](O)CC(=O)CCc1ccc(O)c(OC)c1C#CC2
ZINC000085505759,NCC[C@H](CCCC/C=C\[C@H](O)CC1CCCCC1)[C@H](CCc1ccccc1)CC(=O)O
ZINC000085567342,CCOC(=O)CCc1cc2c(CCO)coc2c(OC)c1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@]1(O)CCCO
ZINC000150342471,C=C(/C=C/C=C(/CO)[C@H]1CC[C@@]2([C@H](CCCO)/C(=C(\C)C(=O)Cc3cccc4c3OC(=O)N[C@@H]4N)CC[C@@]2(C)O)[C@@H]1O)[C@H](CC=C(C)C)NCC
ZINC000150359486,COCCc1cc2ccc3c(c2oc1=O)[C@H]1OC(=O)C[C@@H]2C[C@@H](c4ccccc4)C=C[C@H]2c2ccc4cc2CC#CC[C@@](C)(O3)[C@H]1OC(=O)C(=C(C)C)CC4
ZINC000150348486,CCCNC[C@H]1C#C[C@H]2Nc3ncc[c-]3Cc3cc(ccc3C[C@H]1O)Cc1cc(cc(OC3CCCC3)c1O)CCC(=O)[C@@H](CCO)C(=O)[C@@H]1C2=Cc2nc[cH-]c2[C@H]1C[C@H]1C=Cc2c(O)cccc2CC1
ZINC000085489294,O=C(O)CC/C=C/C[C@H](CCCCCC[C@@H]1C=CCC1)Cc1ccc(O)cc1
ZINC000095913314,C=C1C(=O)[C@]23C[C@H]1C[C@@H](O)[C@H]2[C@@]12CO[C@@H](O)[C@@H]1C(C)(C)[C@@H](O)C[C@@H]2OC3=O
ZINC000150358860,C/C(CO)=C1\CCc2ccc3c(c2)CC#CC[C@@]2(C)Oc4ccc5c(CO)c([C@H](CCO)COCO)c(=O)oc5c4[C@@H](OC(=O)C[C@@H](CCc4cccc(Cc5ccccc5)c4)C3)[C@@H]2OC1=O
ZINC000085489692,CCNc1cc(O[C@@H]2O[C@H](COC(=O)c3cc(OC)c(O)c(OC)c3)[C@@H](O)[C@H](O)[C@H]2O)c(OCNC(=N)NC)cc1C(=O)O
ZINC000085509790,NC1=N[C@H](/C(=C\C(=O)O)[C@@H](C[C@H]2CCc3cc4ccc(CC=O)cc4cc3[C@@H]2CCC[C@@H](N)CC[C@H](C=O)CCC(O)O)Nc2[cH-]ccn2)C[C@H]([C@H](O)[C@H](O)CO)N1
ZINC000085489593,CCNc1cc(O[C@@H]2O[C@H](COC(=O)c3cc(OC)c(O)c(OCCc4ccccc4)c3)[C@@H](O)[C@H](O)[C@H]2O)c(OCNC(=N)NC)cc1C(=O)O
ZINC000150349575,CN[C@H](CCO)[C@@H](C(=O)O)C(=O)O[C@H](O)[C@@H]1O[C@H](Oc2ccc3c(=O)c(-c4ccc(O)cc4)coc3c2)[C@@H](O[N+]2=CC3=CC=NC3=C2c2cc(C)cc(CCCCO)c2)[C@H](O)[C@H]1O
ZINC000014759061,COc1c(O)cc(-c2coc3cc(O)ccc3c2=O)cc1O
ZINC000150347405,CNC[C@]1(Oc2cc3cc(c2O)N/C(NC)=N\C#CC[C@@H]2CCC[C@@]2(Cc2ccc(O)c(OC)c2)C(=O)/C=C/CC32CCCC2)CC[C@@H](CCOCNC[C@H](C)O)C1
ZINC000070454555,CC1=C2[C@H]3OC(=O)[C@H](C)[C@H]3CC[C@](C)(O)[C@H]2[C@@H]2[C@@H]1[C@@]1(C)C=C[C@]23[C@@H]1[C@@H]1OC(=O)[C@@H](C)[C@@H]1CC[C@]3(C)O
ZINC000085594276,CCOC(=O)CCc1cc2ccoc2c(OC)c1O[C@@H]1O[C@H](CO)[C@@]2(O)[C@@H]3C=C[C@H]4[C@H](O)CC[C@@H]3[C@H]4[C@]1(O)[C@H]2O
ZINC000040938712,CC1=C[C@H]2O[C@@H]3OC(=O)[C@@]4(C)CCC[C@]3([C@H]1CC(=O)c1ccoc1)[C@@H]24
ZINC000040472148,C[C@@H]1CC[C@@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32O4
ZINC000085545697,C[C@]1(C2CCCCC2)[C@H]2CC[C@]1(C)[C@@](O)(CO)C2
ZINC000095911457,C=C1[C@@H](O)[C@]2(O)OC[C@@]34[C@@H](C[C@@H]5C(C)=C[C@H](O)[C@@H](O)[C@]5(C)[C@@H]23)OC(=O)[C@H](O)[C@@]14O
ZINC000095910793,C=CC(=C)CC(=O)[C@H]1C(=C)CC[C@H]2C(C)(C)C(=O)CC[C@]12C
ZINC000095909807,COC(=O)[C@@]12C(=O)C3=C([C@@H](OC(=O)c4ccc(Br)cc4)CC[C@H]3C3=CC(=O)[C@@]4(C(=O)OC)[C@H](C)CC[C@@]4(C)[C@@H]3C)[C@@H](C)[C@]1(C)CC[C@H]2C
ZINC000069482103,COc1c(O)cc(/C=C/c2cc(C)cc(C)c2)cc1O
ZINC000085595397,COc1cc(/C=C(\CCc2ccccc2)C(=O)O[C@H]2[C@H](O)O[C@@H](CO)[C@H](O)[C@H]2OC(C)=O)ccc1O
ZINC000525915098,CC(=O)O[C@H]1C[C@@](C)(OC(C)=O)C(=O)CC[C@@]2(C)O[C@@H]2[C@H]2OC(=O)[C@H](CO)[C@H]12
ZINC000013432310,C/C=C(/C)C(=O)O[C@H]1CC(C)=C[C@H](OC(=O)c2ccccc2)[C@@]2(C)[C@@H](OC(C)=O)C[C@@](O)(C(C)C)[C@H]12
ZINC000085568104,COc1cc([C@H]2Oc3c4c(c5c(c3C[C@H]2O)[C@@H](CC[n+]2cc[nH]c2)Cc2cc(O)ccc2-5)O[C@@H](CO)CC4)ccc1O
ZINC000085594159,CNCC[C@]1(C(=O)O[C@@H]2Cc3c(cc4oc(C)cc(=O)c4c3O)OC2(C)C)O[C@@H]1C
ZINC000685935851,C=C(C(=O)OC)[C@@H]1C[C@H]2N(CC[C@@]23C(=O)Nc2ccccc23)C[C@@H]1CC
ZINC000685935343,C[C@@H](C[C@@H](O)[C@@H]1OC1(C)C)[C@@H]1CC[C@@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@@]4(C)[C@H]3CC[C@@]12C
ZINC000014455180,C=C(C)[C@@H](O)Cc1c(O)ccc2ccc(=O)oc12
ZINC000033833977,COc1ccc(CCc2cc(=O)c3c(o2)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]3OC(C)=O)cc1
ZINC000038320600,C=C1[C@@H]2C=C3C(=CC[C@H]4C(C)(C)C(=O)CC[C@]34C)[C@]2(C)CC[C@@H]1[C@H](C)CC/C=C(/C)C(=O)O
ZINC000085530010,CN[C@H](CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](OC(=O)c3cccnc3)[C@H](OC(C)=O)C3=C(C)C(=O)C[C@@H]([C@@H](OC(C)=O)[C@@H]2[C@]12CO2)C3(C)C)c1ccccc1
ZINC000042887999,COc1cc([C@@H]2OC[C@H]3[C@H](c4ccc5c(c4)OCO5)OC(=O)[C@H]32)ccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
ZINC000038493519,C[C@@H]1CC[C@@]2(C)C(C(=O)O)=CCC[C@@H]2[C@@]1(C)CC[C@@H](CO)CCO
ZINC000059769752,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O[C@@H]3O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c(O)c12
ZINC000085567243,CCOC(=O)CCc1cc2c([C@H]3CNC(=O)C34CCCC4)coc2c(OCCCC(C)C)c1O[C@@H]1O[C@H](C(O)O)[C@@H](O)[C@H](O)[C@H]1O
ZINC000085592411,Nc1cc(C[C@@H]2C=C[C@]3(CO)O[C@@H](Oc4cccc5c4C(=O)[C@@H]4C(O)=CC(Cc6cccc(CO)c6)=C[C@@H]4C5=O)[C@H](O)[C@@]2(O)[C@@H]3O)ccn1
ZINC000085541823,COc1cc(O[C@H]2O[C@H](CO[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@H]2O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1
ZINC000238738446,C=C1C(=O)O[C@@H]2C[C@H](C)[C@@]3(O)C[C@H](O)[C@@](C)(C[C@@H](OC(=O)[C@H](C)CC)[C@@H]12)O3
ZINC000150345958,CCOC(=O)C1=C(C=O)/C2=C3\C[C@H](CO)C(=O)[C@H](C3)c3cc4c(cc3CC[C@@H](CO)COc3c5c(c(CO)c(c32)O1)O[C@H]([C@@]1(O)[C@H](CCCO)C(CCCO)=C[C@@H]2CN(CCCOC)CC[C@H]21)C5)=N[CH+]C=4
ZINC000070454859,C[C@H]1C[C@@H]([C@@H]2CC[C@@H]3N2CCCC[C@@]32C[C@H](C)C(=O)O2)OC1=O
ZINC000069482533,CC1=CC(=O)C[C@@H]2[C@@H]1CC[C@@H](C)[C@]2(C)CCc1ccoc1
ZINC000014728280,O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2cc(O[C@H]3O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]3O)cc(O)c21
ZINC000015167344,C=C1C(=O)[C@@]23[C@@H](CC[C@@H]1[C@H]2O)[C@@]12CO[C@]3(O)C[C@@H]1C(C)(C)CC[C@@H]2OC(C)=O
ZINC000085511058,CC(=O)c1c(C)c(O)c2cc(C(=O)O)cc(O[C@@H]3O[C@H](CO)[C@]4(CC[C@H](C)[C@@H]5CCOC[C@]5(CCCO)CSSCO4)[C@H](O)[C@H]3O)c2c1O
ZINC000095910735,COc1cc(/C=C/CO)ccc1Oc1ccc([C@H](O)[C@H](O)CO)cc1OC
ZINC000095913402,COc1cc2c(cc1O)[C@@H]1C[C@H](C[C@@H]3CCCC[C@@H]31)OC(=O)/C=C\c1ccc(O)c-2c1
ZINC000085491000,CCCC[C@H](O)[C@H](O)/C=C/C=C/CCCCCCCC(=O)O
ZINC000014780683,CC(C)=CCc1cc(C(=O)c2cccc(O)c2CC=C(C)C)c(O)cc1O
ZINC000085488514,COc1ccc2c(c1OC)O[C@H]1c3c(-c4cccc(O)c4)cc4c(c3OC[C@@H]21)N[C@@H]1CC[C@]2(C(=O)O)O[C@@]1(O4)[C@H](O)[C@@H](O)[C@@H]2O
ZINC000085489165,CNC[C@@H]1CCC[C@@]2(C1)c1cccc(c1)C[C@@H](c1ccc(O)cc1)[C@H](CCCCCC[C@@H]1C=CCC1)C/C=C/C[C@H]2C(=O)O
ZINC000150346388,C/C=C(/C)C(=O)O[C@@H]1Cc2c3c(c4oc(CO)cc(=O)c4c2O)[C@H]2c4ccnc(N)c4[C@@H](CCc4ccc(O)cc4[C@@H]2CO)[C@@H]2CCc4c(cnc5c4CC[C@@H](C)N5)C[C@@H]2[C@]1(C)O3
ZINC000525915066,O=c1cc(-c2cc(O)c(O)cc2O[C@H]2OC[C@H](O)[C@@H](O)[C@@H]2O)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12
ZINC000070451021,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OCC(=O)c3ccc(O)cc3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
ZINC000014436570,COc1cc2oc(-c3c(O)cccc3O)c(OC)c(=O)c2c(O)c1OC
ZINC000085595936,COc1ccc2cc1OCc1ccc3c(c(O)cc4c3c1C=C[C@H]4C)CC#CO[C@@H](C[C@@H]1C=C(O)C=C[C@H]1CCCCc1cccc(O)c1)CC(=O)CC2
ZINC000095911559,C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H]2O)OC=C2C(=O)OCC[C@]21O
ZINC000095912101,C=C1[C@H](O)[C@@]23CC[C@@H]4C(C)(C)CCC[C@@]4(C)[C@H]2CC[C@@H]1C3
ZINC000150344425,CCC[C@]1(O)[C@H]2CCC(=O)[C@@H](Cc3ccc4c(c3)C[C@@H](O)/C(=C3/C[C@@H](c5cc(CO)cc(NC[C@@](C)(O)[C@H](O)COC)c5)C#C[C@H]5CC(=O)Oc6c5cc(c(O)c6C5CCCCC5)C[C@H]1OC3=O)CC4)C2
ZINC000523041988,C=C1C(=O)O[C@@H]2[C@H]3C(C)=CCC3=C3C(=O)O[C@H]3[C@@H](OC(=O)/C(C)=C\C)[C@@H]12
ZINC000095099221,C[C@H](CO)c1ccc2c(c1)CC[C@@H]1[C@]2(C)C[C@H](O)C[C@@]1(C)C(=O)O
ZINC000085511631,CC(=O)c1c(C)cc2cc(C(=O)O)cc(O[C@@H]3O[C@@H]4[C@]5(O)CCCC[C@H]5CC[C@]4(O)[C@H](O)[C@H]3O)c2c1O
ZINC000013585411,C=C1C(=O)O[C@H]2[C@H]1CCC(C)=C1C(=O)[C@H]3O[C@@]3(C)[C@@H]12
ZINC000080480460,CCCCCCC1CCCC1
ZINC000085594702,CCOC(=O)C1=C(C=O)/C2=C3\CCC(=O)[C@@H](C3)c3cc4c(cc3CC[C@H](CO)COc3c5c(c(CO)c(c32)O1)O[C@H]([C@@]1(O)CC=C[C@@H]2CN(CCCOC)CC[C@H]21)C5)=N[CH+]C=4
ZINC000085542110,O[C@H]1[C@H](O)[C@@H](O)[C@@H](OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)O[C@@H]1CO[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O
ZINC000085595622,COc1cc(C[C@@H]2[C@@H](O)CSS[C@@H](CCO)c3cc(O)c(OC4CCCC4)cc3CC[C@H](OCO)C[C@H]2O)cc(OCO)c1O
ZINC000085813373,COc1cc2c(c3c1Oc1cc4c(cc1O3)C(=O)N(C)CC4)[C@@H](Cc1ccc(Oc3cc(C=O)ccc3O)cc1)N(C)CC2
ZINC000014780931,C=C(C)[C@@H](O)Cc1c(O)cc2occ(-c3ccc(O)c(CC=C(C)C)c3)c(=O)c2c1O
ZINC000085594235,CCOC(=O)CCc1cc2ccoc2c(OCCNC)c1O[C@@H]1O[C@H](CO)[C@]2(O)C[C@@H]3CC[C@H](O)[C@H](CO)[C@H]3[C@@]1(O)[C@H]2O
ZINC000085595715,COc1cc(CC[C@H](O)C[C@H](CCc2ccc(O)c(O[C@@H]3CC[C@H](CCCO)C3)c2)OCO)cc(OC)c1O
ZINC000150346486,CCCCC[C@@H]1C=C[C@@H](CCCCC[C@H](C(=O)O)[C@H](O)[C@H]2CC[C@@H]3[C@@H](Cc4ccnc(N)c4)C[C@H](Cc4[cH-]cc(-c5cc(O)cc(O)c5Cc5ccccc5)n4)[C@]3(O)C2)[C@H](O)C1
ZINC000150360786,CCCCCc1cc([C@H]2Cc3cccc(c3)C3(CCCCC3)[C@H](C(=O)O)C/C=C/C[C@@H]2CCCCCC[C@@H]2C=C(CCN)CC2)ccc1O
ZINC000085630491,COc1cc(/C(=C/C(=O)CC(=O)CCCCCCCCCC(C)C)CO)c(Cc2cnc(N)cc2CCc2cccc(CCc3ccccc3)c2)cc1O
ZINC000103541301,CC(=O)OC/C1=C\[C@H]2[C@@H](c3ccccc3)[C@@H](C)C[C@]2(OC(C)=O)C(=O)/C(C)=C/[C@@H]2[C@H](CC1)C2(C)C
ZINC000034199139,COc1ccc(-c2oc3c(CC=C(C)C)c(O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@H](O)[C@@H]2O)cc1
ZINC000150348807,CC(=O)O[C@H]1C[C@@H](O)CC[C@]2([C@H](C)O)C#C[C@@H]3CCC[C@@]4(CNCCSSC5(CCCCC5)C5(CCCCC5)NC(=N)NC2)C[C@H](CCN4)Oc2cc(c(CO)cc2O)C[C@@H]13
ZINC000085646407,C[C@@H]1C[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O
ZINC000150346866,COc1ccc2cc1OCc1c(C(O)O)cc3c(c(O)cc4c3c1C=C[C@H]4C)CC#CO[C@@H](C[C@@H]1C=C(O)C(CCCO)=C[C@H]1CCCCc1cccc(NC[C@H](C)O)c1)CC(=O)CC2
ZINC000685935963,CC(=O)O[C@@H]1C[C@@H]2C(C)(C)C(=O)C=C[C@@]2(C)[C@@H]2CC[C@]3(C)C(=CC(=O)[C@@]3(O)c3ccoc3)[C@]21C
ZINC000070455153,O=C(/C=C\C=C\C=C\c1ccc2c(c1)OCO2)N1CCCCC1
ZINC000085597430,CNCO[C@@H]1CCCCSSCc2c(ccc3ccc(O)cc23)-c2c(ccc(O)c2OC)CCC(=O)C1
ZINC000070454247,CC1(C)[C@@H]2CC3=C(CC[C@]4(O3)C(=O)C[C@H]3C[C@@H]4C3(C)C)[C@H]1C2
ZINC000035941652,CC1(C)CCc2cc([C@@H]3CC(=O)c4ccc(O)cc4O3)ccc2O1
ZINC000085547198,C=C1C[C@@]2(CC[C@H](CCC3(O)CCCCC3)C2)[C@@H]2O[C@]2(C)CC[C@@H]2[C@@H]1C[C@]2(C)C1CCCC1
ZINC000095914041,C=C1[C@H]2C[C@]3([C@@H]([C@H]4O[C@@H]24)[C@]24CCCC(C)(C)[C@H]2[C@H](OC(C)=O)[C@@]3(O)OC4)[C@@H]1O
ZINC000014591746,C[C@@]1(O)C(=O)OC[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1
ZINC000103585071,C=C1C(=O)O[C@@H]2C[C@@]1(C)[C@@H]1C(=O)[C@@]3(O)O[C@@]14[C@@](O)(CC[C@H]1[C@H]3CC=C3CC=CC(=O)[C@@]31C)C(=O)O[C@@]24C
ZINC000070454409,O=C(O[C@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1ccc(O)c(O)c1O
ZINC000523041615,C=C1C[C@@H](O)[C@H]2C(=C)C(=O)O[C@@H]2/C=C(\C)[C@@H](OC(C)=O)C[C@H]1OO
ZINC000005762440,C=C1CC/C=C(\CO)CC[C@H]2[C@H]1CC2(C)C
ZINC000013325806,C[C@@H]1CC(=O)C2=C1C=C(C(C)(C)O)CC[C@]2(C)O
ZINC000013340707,COc1cc(O)cc(-c2oc3c(ccc4occc43)c(=O)c2OC)c1
ZINC000150346402,C/C=C(/CNCC)C(=O)O[C@@H]1Cc2c3c(c4oc(CO)cc(=O)c4c2O)[C@@H]2c4ccnc(N)c4[C@@H](CCc4ccc(O)cc4[C@H]2CO)[C@@H]2CCc4cc(NCC)ncc4C[C@@H]2[C@]1(C)O3
ZINC000150346898,COc1ccc2cc1OCc1c(CO)cc3c(c(O)cc4c3c1C=C[C@H]4C)CC#CO[C@@H](C[C@@H]1C=C(O)C=C[C@H]1CCCCc1cccc(N[C@H](Cc3ccccc3)[C@H](C)O)c1)CC(=O)CC2
ZINC000150348030,NCOc1cc(CCC(=O)[C@@H]2C[C@H](Cc3ccc(O)cc3O)[C@H]3C[C@H]4C[C@H]([C@@]5(c6ccccc6)CC[C@@H](CCO)C5)[C@H](c5cc(O)c(O)c(OCc6cccc(O)c6)c54)[C@@H]3[C@H]2O)ccc1O
ZINC000150349423,Cc1cc(C)cc(C2=C3N=CC=C3C=[N+]2O[C@@H]2[C@@H](Oc3ccc4c(=O)c(-c5ccc(O)cc5)coc4c3)O[C@@H](COC(=O)[C@H](NCCC=O)C(=O)O)[C@@](O)(CO)[C@]2(O)CO)c1
ZINC000005161168,CC(=O)OC/C=C/c1ccc2c(c1)OCO2
ZINC000085530852,COc1cc(OC)c2ccc(=O)oc2c1/C=C/[C@]1(C)CCC(C)=C[C@H]1c1c(OC)cc(OC)c2ccc(=O)oc12
ZINC000085542398,CC(=O)O[C@@H]1C[C@]2(C)C=C[C@@H](CC[C@@H](C)CCC(C)C)[C@]3([C@@H]1C(C)(C)CC[C@H]3O)[C@@]2(O)CCC1=CC(=O)OC1
ZINC000085540147,C=C1[C@@H](O)C[C@H](OC(C)=O)[C@@]2(C)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@]3(O)C(C)=C(OC(C)=O)C[C@@H]([C@@H](OC(C)=O)[C@H]12)C3(C)C
ZINC000085488685,COc1ccc2c(c1OC)O[C@H]1c3ccc(O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)cc3O[C@H](O)[C@@H]21
ZINC000085592602,CCN[C@H]1C[C@H]2C=CCC[C@H]2C[C@@H]1COC(=O)[C@]12O[C@@]1(C/C(CO)=C(\C)CCc1ccnc(N)c1)C(=O)c1cccc(CC(C)C)c1C2=O
ZINC000085594605,C/C=C(\C)C(=O)O[C@]1(C)CC=C2CSS[C@@H]3C=C[C@@H]4CN(C(=O)Cc5cnc(N)cc5[C@@H]2[C@]12Cc1cc5cc(CCCO)c(=O)oc5cc1O2)[C@@H]43
ZINC000085596010,C/N=C(\N)Nc1cccc(CCCC[C@H]2C=C(CCCO)C(O)=C[C@@H]2C[C@H]2CC(=O)CCc3ccc(OC)c(c3)OCc3ccc4c(c(O)ccc4c3)CC#CO2)c1
ZINC000085615028,CC1=CC[C@H]2C[C@@H]3[C@@H](C)CC[C@@]13C2(C)C
ZINC000085626238,COc1cc([C@H](CCc2ccccc2)CC(=O)C[C@H](O)CCc2ccc(O)c(O)c2)ccc1O
ZINC000085593761,Cc1cc(=O)c2cc3c(cc2o1)O[C@](C)(CC[C@@H]1CNC(=O)C1)[C@H](OOC[C@@](O)(Cc1ccc(O)cc1)[C@@H](O)[C@H](O)[C@H](O)CO)C3
ZINC000095909375,COC[C@@]12[C@H]3C[C@@]45C(C)=CC(=O)[C@]6(O)[C@@](O)(C(=O)[C@H]1[C@]46C)[C@@]5(C)[C@@H]2CC(=O)O3
ZINC000095914140,CC1(C)C(=O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2CC=C2[C@H]3C[C@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C
ZINC000095912312,C=C1[C@@H](O)[C@H](O)C[C@]2(C)[C@H]3CC[C@]45OC(=O)[C@@]6(CC[C@@H](C)[C@H](C)[C@@H]64)CC[C@@]5(C)[C@]3(C)CC[C@@]12C
ZINC000095911421,C=C1CCC[C@@]2(C)CC[C@](O)(C(C)C)C[C@H]12
ZINC000095910720,COc1ccc(C(=O)O[C@@H]2C[C@](C)(O)[C@H]3[C@H](O[C@H]4O[C@H](CO)[C@H](O)[C@@H](O)[C@H]4O)OC=C[C@H]32)cc1OC
ZINC000085628589,C[C@@H]1C=C[C@@H]([C@@H](O)CC(=O)CCc2ccc3c(c2)O[C@@H]2[C@@H](C#C[C@@H](O)c4ccc5c6c4[C@H](C=C[C@H]6CN[C@H]5N)C4=CN=C5C=[N+]2C=C45)C2(C#CO3)CCCC2)[C@H](O)C1
ZINC000100003234,C=C1[C@@H]2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)C[C@@]13C[C@@H]1C[C@@]2(C)[C@@H]([C@H](O)C(=O)OC)C(C)(C)C1=O
ZINC000095910411,CC(C)(O)[C@H]1[C@@H]2OC(=O)[C@H]1[C@H]1CC[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@]1(C)[C@H]2O
ZINC000060848590,CCCCCOC(=O)/C=C/c1ccc(O)c(OC)c1
ZINC000085541207,C=C[C@@]1(C)CC[C@]2(C)C(=C)[C@H]1CC[C@H]2C
ZINC000085626549,CNCOc1c2cc3c4c1OC[C@@H](C4)[C@@H](CN=C(N)N)CC#C[C@@H](C3)[C@@H](O)CC(=O)CCc1ccc(O)c(OC)c1C#CC2
ZINC000014922246,C[C@@H]1CC[C@@]2(C[C@@H]3OC(=O)C[C@@H]3O2)O1
ZINC000085508846,C[C@@H](CO)[C@]12O[C@H]1[C@H](C)[C@@]13O[C@@]14CCC1=C(COC1=O)[C@@H]4C[C@@H]1O[C@@]13[C@@H]2O
ZINC000085571364,CCCCC[C@@H]1C[C@H](CC/C=C2\OC(=O)C3=C2CC[C@@H]2[C@H]3[C@]34CC[C@H]2C(c2cc(O)ccc2-c2ccccc2)=C3C(=O)O/C4=C\[C@H](CC)Cc2ccccc2)CCN1
ZINC000085507042,CN[C@H](O)[C@]1(C(=O)O)O[C@@H](Oc2cc3oc(-c4ccc(O)cc4/C=C/c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000085595707,COc1cc(CC[C@H](O)C[C@H](CCc2ccc(O)c(O[C@H]3CCC[C@H](CCCO)C3)c2)OCO)cc(OC)c1O
ZINC000085488102,C[C@H]1[C@H](O)CC[C@H]2C[C@H](CCCCCCC[C@](O)(CNC3(C)CCNCC3)CC(=O)O)CCN21
ZINC000095909525,COc1cc(O)c2c(c1)C[C@H](c1ccccc1)CC2=O
ZINC000150338924,O=C(O)c1cc(O)c2c(c1)[C@H]([C@H]1c3cc(C(=O)O)cc(O)c3C(=O)c3c(O[C@H]4O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]4O)cccc31)c1cccc(O)c1C2=O
ZINC000085509923,C[C@H](C=O)CC[C@H](N)CC[C@H]1C=C[C@@H]2Cc3cc4ccc(CC=O)cc4cc3[C@H]1[C@H]2C[C@@H](Nc1[cH-]ccn1)/C(=C/C(=O)O)CN=C(N)N
ZINC000085531969,C/C=C1\C[C@H](C)[C@](C)(CO)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23
ZINC000095912282,C/C(=C\CO)CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](OC(=O)Cc2ccccc2)[C@H]1OC(=O)Cc1ccc(O)c(O)c1
ZINC000085569471,CC(C)Cc1cc(-c2oc3cc(O)cc(OCCO)c3c(=O)c2O)ccc1O
ZINC000150338759,Oc1cc(O)c2c(c1)O[C@@]1(c3ccc(O)c(O)c3)Oc3cc(O)c4c(c3[C@H]2[C@H]1O)O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@@H]4c1c(O)cc(O)c2c1O[C@@H](c1ccc(O)c(O)c1)[C@@H](O)C2
ZINC000085507350,C=C[C@@H]1[C@H](CC(=O)O)C(C(=O)OC)=CC2(CCCC2)[C@H]1O[C@]1(CO)O[C@H](CO)[C@]2(C=c3[cH-]cnc3=CO2)[C@H](O)[C@H]1O
