zinc_id,SMILES
ZINC000049841400,O=C(/C=C/c1ccc(O)cc1)OC[C@@H]1O[C@H](Oc2ccc(-c3cc(=O)c4c(O)cc(O)cc4o3)cc2)[C@@H](OC(=O)/C=C/c2ccc(O)cc2)[C@H](O)[C@H]1O
ZINC000238761223,C=C1C(=O)O[C@@H]2/C=C(/C)[C@@H](OC(C)=O)C[C@H]3O[C@]3(C)C[C@@H](OC(=O)[C@]3(C)O[C@@H]3C)[C@@H]12
ZINC000034285776,C=C1C(=O)[C@@]23[C@@H](CC[C@@H]1[C@H]2O)[C@]1(C)[C@@H](O)[C@H](O)CC(C)(C)[C@H]1C[C@H]3O
ZINC000150350044,CCc1[cH-]c2c(n1)N1CCN[C@@H](C#C[C@@H](c3c(OCCc4ccccc4)c(OC)c(O)c4c(=O)[cH-]c(-c5ccc(O)cc5)[o+]c34)Cc3cccc-2c3)C1
ZINC000085508265,C/N=C(/NCc1ccc(C(=O)O)cc1)NO[C@H]1[C@H](O)[C@@H](COC(=O)CC(=O)O)O[C@@H](O)[C@@H]1OOc1ccc2c(c1)[C@H]1Oc3cc4c(cc3[C@H]1CO2)OCO4
ZINC000085626307,CCCCC[C@H](CC(=O)[C@H](CCCCC)[C@H](O)CCc1ccc(O)c(O)c1)c1ccc(O)c(OC)c1
ZINC000085488521,COc1ccc(-c2oc3c(CC=C(C)C)c(O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O[C@@H]3C[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)cc1
ZINC000095909726,C[C@@H]1C(=O)[C@@H](O)[C@H]2[C@@](C)(CO)CCC[C@]2(C)[C@@]1(O)CCc1ccoc1
ZINC000095912531,C=C(C)[C@H]1/C=C/[C@@H](C)C(=O)[C@H]2C[C@@H](C)[C@H](OC(C)=O)/C2=C/[C@H](C)C(=O)C1
ZINC000095914246,CC1(C)C[C@@H](O)C[C@@]2(C)[C@@H]3CC[C@@H]4[C@H](O)[C@@]3(CC[C@H]12)[C@@H](O)[C@]4(O)CO
ZINC000095909540,CC(C)(O)[C@@H](O)Cc1cc(/C=C\c2cc(O)cc(O)c2)ccc1O
ZINC000095914103,CC1(C)[C@H]2CC[C@@]3(C)CC4=CC(=O)[C@H]5C(C)(C)[C@@H](O)CC[C@]5(C)[C@@H]4CC[C@@H]3[C@]2(C)CC[C@H]1O
ZINC000136760982,C=C1[C@@H](OC(C)=O)C[C@H](OC(C)=O)[C@@]2(C)[C@@H](OC(C)=O)[C@H](OC(C)=O)C3=C(C)CC[C@@H]([C@@H](OC(=O)[C@@H](C)CC)[C@H]12)C3(C)C
ZINC000095099533,COc1cc2c(c(O)c1C/C=C/c1ccc(O)cc1)[C@H](OC)[C@H](C(C)(C)O)O2
ZINC000086021653,C/C=C(/C)C(=O)O[C@@H]1c2cc3c(c(OC)c2-c2c(cc4c(c2OC)OCO4)[C@H](OC(=O)/C(C)=C\C)[C@H](C)[C@@H]1C)OCO3
ZINC000085873231,C=C(C)[C@H](CC[C@@](C)(O)[C@H]1CC=C(C(=O)OC)CC1)OO
ZINC000014809527,C=C1C(=O)O[C@@H]2/C=C(\COC(=O)[C@@H](C)CC)CC/C=C(\CO)C(=O)C[C@@H]12
ZINC000101676408,C=C1C(=O)O[C@@H]2/C=C(\C)CC[C@H]3O[C@]3(COC(C)=O)C[C@@H](OC(=O)[C@@]3(C)O[C@H]3C)[C@@H]12
ZINC000525915114,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O[C@@H]3O[C@H](O)[C@@H](O)[C@H](O)[C@H]3CO[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)cc(O)c12
ZINC000523041448,C=C1C[C@@]23CC[C@@H]4[C@](C)(C(=O)OC)CCC[C@@]4(C)C2=C[C@@H](C)[C@@H]1C3
ZINC000014712269,CC(C)=CCc1c(O)ccc2c1O[C@@]1(O)C(=O)c3c(cc4c(c3O)C=CC(C)(C)O4)O[C@]21CC=C(C)C
ZINC000014724912,Cc1ccc2cc(C(C)C)c(O)c3c2c1[C@@H](O)CCC(C)(C)O3
ZINC000012374720,O=c1c(-c2ccc(O)cc2)coc2cc(O[C@H]3O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]3O)ccc12
ZINC000005838849,COC(=O)[C@@H]1[C@@H](c2ccccc2)[C@]2(c3ccc4c(c3)OCO4)Oc3cc(OC)cc(OC)c3[C@]2(O)[C@@H]1O
ZINC000103537834,CCCCCCCCCc1[cH-]c(=O)c2ccccc2n1
ZINC000103556106,C=C1C[C@]23C[C@H]4[C@H]5[C@]67C[C@@H](OC(=O)C(C)C)C[C@@]5(C)CN4[C@@H]6[C@@]2(O)[C@@H](O)[C@@H]1[C@@H](O)[C@H]73
ZINC000103560235,C[C@]12C[C@H]3O[C@@H](O1)[C@@H]1[C@@]45C[C@@H](O)C[C@@]6(C)CN7[C@@H](C[C@@]1(C2)[C@@H]3[C@@H]74)[C@@H]56
ZINC000085531945,CCC[C@H]1[C@@]23C(=O)O/C(=C\CCC4CCCC4)[C@@]2(CCC2=C3CC[C@@H]3[C@H]2C=CC[C@H]3C)[C@]12OC(=O)c1c(CCCN)cccc12
ZINC000085546212,C=C1[C@H]2[C@H](CO)C[C@]3(C(=O)CCc4cccc(c4)C[C@H]4c5cc6cc(ccc6cc5CC[C@@H]4O)C[C@]13C1CCCCC1)[C@]2(O)OC
ZINC000085592310,CC#Cc1ccc(-c2ccc(C(=O)[C@@H]3CC[C@@H]([C@H](Cc4cc(O)cc(NC[C@H](C)O)c4)NC(=N)NC)C[C@@]34CC[C@@H](CNCC)C4)s2)s1
ZINC000085592435,O=C1c2cccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2C(=O)[C@@H]2C(O)=CC(CC3CCC4(CCCC4)CC3)=C[C@H]12
ZINC000085592939,COCCC[C@H]1Oc2c(cc(OC)c3cc(O)ccc23)[C@H](O)[C@@H]1[C@H]1COc2ccc(OC3CCCC3)cc2[C@H]1O
ZINC000085596241,CCCCCC[C@H](O)CC(=O)CCc1ccc(OC)c(OCc2ccc3cc(O)cc(CC)c3c2)c1
ZINC000085597087,CNCCOc1cc(CC/C=C/C(=O)CCc2ccc(O)c(OC)c2)cc(NC(=N)NC)c1O
ZINC000085593164,O=C1c2ccccc2C(=O)c2c1cc(Cc1ccccc1)c(O[C@H]1O[C@@H](C3(O)CCCC3)[C@H](O)[C@@H](O)[C@@H]1O)c2O
ZINC000085630781,CNC[C@H](C)CCCCCC(=O)CC(=O)C1=Cc2cc(OC)c(O)cc2CC1
ZINC000085645815,COc1ccc(-c2oc3cc(OC)c(OC)cc3c(=O)c2O)cc1
ZINC000085488764,O=C1C[C@H](c2ccc(O)cc2)Oc2c1c(O)cc(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c2[C@@H]1C(=O)c2c(O)cc(O)cc2O[C@H]1c1ccc(O)cc1
ZINC000043465446,O=c1c(O[C@H]2O[C@H](CO)[C@H](O)[C@@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
ZINC000014884035,CC1(C)CCC[C@]2(C)[C@H]3Cc4occc4[C@@](C)(O)[C@@H]3C[C@@H](OC(=O)c3ccccc3)[C@@]12O
ZINC000014779333,COc1cc2c3c(cc4ccc(O)cc4c3c1OC)NC2=O
ZINC000014824819,COc1ccc2c3c(c4cc(OC)c(O)cc4c2c1)C[N+]1([O-])CCC[C@H]1[C@@H]3O
ZINC000150348026,NCOc1cc(CCC(=O)[C@H]2C[C@@H](Cc3ccc(O)cc3O)[C@H]3C[C@H]4C[C@H]([C@]5(c6ccccc6)CCCC6(CCCC6)C5)[C@H](c5cc(O)c(O)c(OCc6cccc(O)c6)c54)[C@@H]3[C@H]2O)ccc1O
ZINC000034597596,CC1=C2C(=O)[C@H]3CC[C@@H](C)[C@]2(CC1)C3(C)C
ZINC000034648813,C=C1CC[C@H]2[C@](C)(C(=O)O)CCC[C@]2(C)[C@H]1C[C@@H]1OCC=C1C
ZINC000038355820,CC(=O)O[C@H]1C=C[C@@]23CCN(C)Cc4ccc(O)c(c42)O[C@H]3C1
ZINC000005884334,C=C(COC(C)=O)[C@@H]1Cc2cc(O)c(C(C)=O)cc2O1
ZINC000070455132,COc1cc(C[C@@H](O)/C=C/C(=O)CCc2ccccc2)ccc1O
ZINC000525914813,C=C1C[C@@H](OC(=O)/C(=C/COC(C)=O)CO)[C@H]2C(=C)C(=O)O[C@@H]2/C=C(/C)[C@H]2C[C@@H]12
ZINC000257583343,CC(=O)OCC1=C2/C(=C\[C@@]3(C)CC[C@@](O)(O3)[C@@](C)(O)C[C@@H]2O)OC1=O
ZINC000257405763,C=C1CC[C@@H]2[C@H](OC(=O)[C@]23CO3)[C@H]2C(=C)C(=O)C[C@@H]12
ZINC000523041372,C=C1C(=O)O[C@@H]2C[C@H](C)[C@]3(O)C[C@H](O)[C@@](C)(C[C@@H](OC(=O)[C@H](C)CC)[C@@H]12)O3
ZINC000013380211,C#CC#Cc1ccc(C#C[C@H](O)CCl)s1
ZINC000013302197,CC(C)c1ccc2c(c1O)CC[C@@H]1C(C)(C)C(=O)CC[C@@]21C
ZINC000238774942,CO[C@H]1C[C@H](CC[C@@]2(C)[C@H](C)[C@H](O)C[C@@]3(C)C(COC(C)=O)=CCC[C@@H]32)CO1
ZINC000095486155,COc1cc(C)cc2c(-c3c(O)cc(O)c4c3C[C@@H](C)N(C)[C@@H]4C)c(C)cc(O)c12
ZINC000095099643,COc1cc2c(cc1O)C[C@H]1c3c(cc4c(c3-2)OCO4)[C@H](O)CN1C
ZINC000095896300,CC(=O)O[C@@H]1C[C@@H](C)[C@](O)(CCC2=CC(=O)OC2)[C@@]2(CCC[C@H](C)CCCc3ccccc3)CCC[C@@](C)(C3CCCCC3)[C@H]12
ZINC000095911888,COC1=C(OC)C(=O)[C@@]23C(=C1)C[C@@H](C)[C@]2(C)[C@@H](O)c1cc2c(c(OC)c13)OCO2
ZINC000095911896,O=C1O[C@@H]2[C@@H](O)O[C@@H](CO)[C@H](O)[C@@H]2OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O
ZINC000095912354,C=C(C)[C@@H]1C[C@H]2[C@](C)(O)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]2(C)C[C@H]1O
ZINC000095913991,COc1cc(O)c2c3c1-c1c(O)cccc1[C@H]1Oc4ccccc4[C@@H](CC2=O)[C@H]31
ZINC000000016460,COc1cc(O)c2c(=O)cc(CO)oc2c1
ZINC000523042203,C=C1CCC=C(C)[C@]2(O)[C@@H]1[C@@H]1OC(=O)[C@H](C)[C@@H]1[C@H]2OC(=O)[C@@]1(C)O[C@H]1C
ZINC000085542148,CC(=O)O[C@@H]1C[C@]2(C)C=C[C@@](O)(CCC(C)C)[C@@]3([C@@H](O)CC[C@@](C)(C4CCCCC4)[C@H]13)[C@@]2(O)CCC1=CC(=O)OC1
ZINC000033832020,O[C@]12CO[C@@H](c3ccc4c(c3)OCO4)[C@H]1CO[C@@H]2c1ccc2c(c1)OCO2
ZINC000085596397,COc1c(O)c(O)cc([C@@H]2C[C@H](O)C[C@H](CCc3ccc(O)c(CCC(C)C)c3)O2)c1Cc1cnc[cH-]1
ZINC000085627523,CCCCC[C@H](O)C[C@@H](CCc1cc(CN2C[C@@H](Cc3ccnc(N)c3)CC2=O)c(O)c(OC2CCCC2)c1)OC(C)=O
ZINC000085597365,CNCc1cc(O)cc([C@@H](NC)O[C@@H]2CCCCSSCc3c(ccc4ccc(O)cc34)-c3c(ccc(O)c3OC)CCC(=O)C2)c1
ZINC000086004370,CC(=O)Oc1c(O)c(C(C)C)c(O)c2c1[C@]1(C)CCCC(C)(C)C1=C(O)C2=O
ZINC000085629829,CNCCCCCC/C=C/C(=O)CCc1ccc(O)c(OCCc2ccc(O)c([C@H](CC(=O)[c-]3ccnc3)c3ccc(C(N)N)cc3)c2)c1
ZINC000085510316,CCCC[C@H](N)CCC[C@H](/C=C/c1ccccc1)CC[C@H](/C=C/C(=O)O)Nc1[cH-]ccn1
ZINC000685935515,CC(=O)Oc1ccc([C@H]2c3cc(OC(C)=O)ccc3C[C@@H](C)[C@@H]2C)cc1
ZINC000005662886,C=C(C)C(=O)O[C@@H]1C[C@@]2(C)OC(=CC2=O)[C@H](C)C[C@H]2OC(=O)C(=C)[C@H]12
ZINC000085531527,COC1=C[C@@H](C)[C@@H]2C[C@H]3OC(=O)C[C@@]4(O)[C@@H](C)[C@H]5OCO[C@H]5[C@H]([C@@]2(C)C1=O)[C@@]34C
ZINC000095918885,C=C1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@H]4[C@@]3(C)CC[C@@]3(C)C(C)(C)[C@@H](O)CC[C@]43C)[C@H]2[C@@H]1C
ZINC000008221172,CCCCCCCCCC[C@@H](O)[C@H]1CC[C@H]([C@H](O)CC[C@H](O)[C@@H]2CC[C@H](CCCCCCC[C@H](O)CC3=C[C@H](C)OC3=O)O2)O1
ZINC000044351067,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1-c1c(O)cc2oc(-c3ccc(O)cc3)cc(=O)c2c1O
ZINC000085488172,C[C@@H]1N[C@H](CCCCCCCCC[C@](O)(CNC2(C)CCNCC2)CC(=O)O)CC[C@H]1O
ZINC000085596460,CC[C@@H]1CCC(=O)CC(=O)/C=C/c2cc(OC)c(O)cc2Cc2cnc3c(c2)[C@@](c2cccc(O)c2)(CCN3)SSC1
ZINC000085491721,C/C=C1\C[N+]2(C)CC[C@@]34c5ccccc5[N+]5=C[C-]6[C@H]7C[C@H]8[C@@]9(CC[N+]8(C)C/C7=C\C)c7ccccc7[N+]7=C[C-]([C@H]1C[C@@H]32)[C@]54O[C@@]679
ZINC000070454153,CCCCCCCCCCCCCCCCCCCCOC(=O)/C=C/c1ccc(C(=O)O)cc1
ZINC000103532166,CCC[C@H](O)C[C@@H](O)CC(=O)CCc1ccc(O)c(OC[N+]2=CC3=NC=CC3=C2CCC(C)C)c1
ZINC000049766748,COC(=O)[C@]12CC[C@@H](C)[C@H](C)[C@H]1C1=CC[C@@H]3[C@@]4(C)C[C@@H](O)[C@@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2
ZINC000085597314,CN[C@H](O[C@@H]1CC[C@H](O)CSSCc2c(ccc3ccc(O)cc23)-c2c(ccc(O)c2OC)CCC(=O)C1)c1ccc(NCC(C)=O)c(CO)c1
ZINC000085491537,CNCCC(=O)O/C=C1\CC[C@H]2[C@@H](C(=O)C[C@@H]3C(C)(C)[C@@H](OC(=O)CC(C)(C)O)CC[C@]23C)[C@H]1C
ZINC000070455326,C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)O)[C@H]1CCOC(=O)c1cc(O)c(O)c(O)c1
ZINC000085542273,CC(=O)O[C@@H]1C[C@]2(C)C=C[C@@H](O)[C@@]3([C@@H](O)CC[C@@](C)(C4CCCC4)[C@H]13)[C@@]2(O)CCC1=CC(=O)OC1
ZINC000085596049,COc1ccc2cc1OCc1ccc3c(c(O)ccc3c1)CC#CO[C@@H](C[C@@]1(CCO)C=C(O)C=C[C@H]1CCCCc1ccccc1)CC(=O)CC2
ZINC000100304944,CCCCCCCCCCCCC[C@H]1CCC[C@@H](CC(=O)OC)O1
ZINC000238781543,C=C1C(=O)O[C@H]2[C@H]1CCC(=C)[C@@H]1CC[C@](O)(CO)[C@H]21
ZINC000085594262,CCOC(=O)CCc1cc2ccoc2c(OC)c1O[C@@H]1O[C@H](CO)[C@]2(O)C[C@@H]3C=CC=C[C@@]3(C(CO)CO)[C@@]1(O)[C@H]2O
ZINC000014593835,COc1cc(OC)c(C(=O)C(C)C)c(O)c1C
ZINC000523041554,C=C1C(=O)O[C@@H]2/C=C(/C)CC/C=C(/C=O)C[C@@H](OC(=O)/C(C)=C/C)[C@@H]12
ZINC000095911723,C=C1CC[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@]2(C)CC[C@@H](C(C)C)[C@H](O)[C@@H]12
ZINC000150349548,CN[C@H](CCO)[C@@H](C(=O)O)C(=O)O[C@](O)(CO)[C@@H]1O[C@H](Oc2ccc3c(=O)c(-c4ccc(O)cc4)coc3c2)[C@@H](O[N+]2=CC3=CC=NC3=C2c2cc(C)cc(CCCCO)c2)[C@H](O)[C@H]1O
ZINC000103527558,O=C1c2ccccc2C(=O)c2c1cc1c(c2O)O[C@H]2O[C@@H](CO/C=C/[C@@H]1c1ccccc1)[C@H](O)[C@@H](O)[C@@H]2O
ZINC000095911661,C=C1[C@@H]2CC[C@H]3[C@]4(C)CCC(=O)C(C)(C)[C@H]4C[C@@H](O)[C@@]3([C@H]1O)[C@@H]2O
ZINC000085624683,CCCC[C@H](CC1=C[CH+]N=C1)[C@H](CC(=O)CCc1cc(OC)c(O)cc1CNC)OC(C)=O
ZINC000085541190,C=C/C=C/C#CC#CC#C/C=C/C
ZINC000085596436,CC[C@H]1CCC(=O)CC(=O)/C=C/c2cc(OC)c(O)cc2[C@@H]2/C=C/[C@H]1SS[C@@H](C1([n+]3cc[nH]c3)CCCCC1)c1cc2cnc1N
ZINC000085626749,COc1cc(CCC(=O)C[C@H](O)CCc2ccc(O)c3c2CCCO3)ccc1O
ZINC000085594281,CCOC(=O)CCc1cc2ccoc2c(OCCNC)c1O[C@@H]1O[C@H](CO)[C@]2(O)CC[C@@H](C(CO)CO)[C@@]1(O)[C@H]2O
ZINC000014589853,COc1ccc2ccc(=O)oc2c1[C@@H](O)[C@H](O)C(C)=O
ZINC000070454552,O=C1C[C@@H]2OCC=C3C[N+]4([O-])CC[C@@]56c7ccccc7N1[C@H]5[C@@H]2[C@@H]3C[C@H]64
ZINC000523041603,C/C=C(/C)C(=O)O[C@@H]1[C@@H](OC(=O)C=C(C)C)C[C@H]2[C@]3(CC[C@@H](C)[C@]24C[C@H](c2ccoc2)OC4=O)COC(=O)[C@H]13
ZINC000136802633,C=C/C(C)=C\C[C@]1(C)[C@H](C)[C@@H](OC(=O)CCC)[C@H](O)[C@@]23C(=C[C@H](OC)C[C@@H]12)[C@@H](OC(C)=O)O[C@H]3OC(C)=O
ZINC000685935857,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O[C@@H]2O[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O
ZINC000059587549,CC(C)=CCc1c(O)c(/C=C/C(C)C)c(O)c2c1O[C@H](c1ccc(O)cc1O)CC2=O
ZINC000103562244,CC(=O)[C@](O)(C1=C(O)[C@H]2C(=O)[C@@H](C)[C@@H](C)O[C@H]2[C@@](CC=C(C)C)(CC(CC=C(C)C)=C(C)C)C1=O)c1ccccc1
ZINC000103575189,CCc1ccc(C[C@@H]2CC[C@]34CC[C@H]5C[C@]6(CC=C[C@@H]23)[C@@]2(O)[C@H](OC)C=C(O)[C@H]2[C@H]5[C@]46C)cc1NC[C@H](C)O
ZINC000103534788,CC(=O)O[C@H]1CC/C(C)=C/CC/C(C)=C/C[C@]2(C(C)C)CC[C@]1(C)O2
ZINC000032297071,C=C[C@@]1(C)C=C2CC[C@H]3[C@](C)(CO)C[C@H](O)C[C@]3(C)[C@H]2CC1
ZINC000044281837,COC(=O)[C@]12OC[C@@]34[C@H]1[C@@H](OC(=O)C=C(C)C)C(=O)O[C@@H]3C[C@H]1[C@H](C)[C@H](O)[C@H](O)C[C@]1(C)[C@H]4[C@@H](O)[C@@H]2O
ZINC000095911695,COc1ccc(-c2oc3cc(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(OC)c(O)c3c(=O)c2O)cc1CC[C@H](C)COC(C)=O
ZINC000095915022,CC(C)=CCc1c(O)c([C@H]2C=C(C)C[C@@H](c3ccc(O)cc3O)[C@@H]2C(=O)c2ccc(O)cc2O)c(O)c2c1O[C@]1(CC=C(C)C)c3ccc(O)cc3O[C@]1(O)C2=O
ZINC000095911926,C/C1=C\CC(C)(C)/C=C/C[C@@H](C)[C@H](O)CC1
ZINC000085975931,COc1cc(/C=C/C(=O)OCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCOC(C)=O)ccc1O
ZINC000034576118,CC(=O)OC[C@@]12C(=O)[C@H](O)[C@@H](C)[C@](C)(CCc3ccoc3)[C@H]1[C@@H](O)CC[C@]21CO1
ZINC000085624846,CCC/C(=C/C(=O)CCc1cc(OC2CCCC2)c(O)c2c1C#C[C@H]1[C@H](CCCO)C#CC[C@H](C)CC[C@@H]2[C@H](COC)CC[C@H]1N=C(N)N)CO
ZINC000085505924,CCCCCC/C=C\CCCCC[C@H](CC1(c2ccccc2)CCCCC1)[C@H](C(=O)O)[C@H](C)O
ZINC000085507187,C=C[C@@H]1[C@H](CC(=O)O)C(C(=O)OC)=CC[C@H]1O[C@]1(CO)O[C@H](CO)[C@]23OC(CCCO)=c4nc([C@H](C)C5CCCCC5)[cH-]c4=C2CC[C@@]1(O)[C@H]3O
ZINC000085542533,C[C@@H]1C[C@@H](OC(=O)C2CCCCC2)[C@H]2[C@](C)(C3CCCC3)CC[C@H](O)[C@]2(C)[C@@]1(O)CCC1=CC(=O)OC1
ZINC000085592588,CCN[C@@H]1C=C2C=CCC[C@H]2C[C@H]1COC(=O)[C@]12O[C@@]1(C/C=C(\C)C[C@]1(c3ccnc(NCNC)c3)CCCN=C(NC)N1)C(=O)c1ccccc1C2=O
ZINC000085594623,C/C=C(\C)C(=O)OC(C)(C)[C@]1(Cc2cc(N)ncc2CC(=O)N2CC(CNC)C2)Cc2cc3cc(C4(CCO)CCCCC4)c(=O)oc3cc2O1
ZINC000085597383,COc1c(O)ccc2c1-c1ccc3ccc(O)cc3c1CSSCCCC[C@@H](O[C@H](NCCCCO)c1cccc(O)c1)CC(=O)CC2
ZINC000085546208,C=C1[C@H]2[C@H](CO)C[C@]3(C(=O)CCc4cccc(c4)C[C@H]4c5cc6cc(ccc6cc5C=C[C@@H]4O)C[C@]13C1CCCCC1)[C@@]2(O)OC
ZINC000085567615,COc1cc([C@@H]2COc3cc(O)c4c(c3[C@H]2O)CCc2c(OC)cc(O)cc2-4)cc(OCCCO)c1O
ZINC000033833588,CC(C)c1cc2c(cc1O)[C@@]1(C)C[C@@H](O)CC(C)(C)[C@H]1CC2
ZINC000085492988,CCCCCCC[C@H](O)CCCCCC[C@H](C(=O)O)[C@H](O)C[C@@H](CNC)C1(O)CCCC1
ZINC000150342724,CCNCOc1cc(OC)c2c3c1[C@@H](O)Nc1cc4c(c(c1-3)CC2)[C@@H](O)[C@H](c1cc(OC)c(O)c(OC[C@@H](CO)[C@]2(c3ccccc3)C[C@@H]3C=c5ccccc5=C(CC=O)[C@@H]3C2)c1)CO4
ZINC000150343216,CCNc1ccccc1CC[C@H]1c2cc(CC)c(N)nc2C#CCc2cc(O)c(OC(CNC)CNC)cc2[C@H]2Oc3c(ccc4c3[C@]3(CC[C@@H]1C3)Cc1cc(O)cc(OC)c1-4)[C@@H]2COC(C)=O
ZINC000150358775,COC[C@@H](CCO)c1c(CO)c2ccc3c(c2oc1=O)[C@H]1OC(=O)C[C@@H]2C[C@H](c4cccc(Cc5ccccc5)c4)CC[C@H]2c2ccc(cc2)CC/C(=C(\C)CO)C(=O)O[C@@H]1C(C)(C)O3
ZINC000014591327,CC(=O)CCCCCCCCCCCCCCCCc1ccc2c(c1)OCO2
ZINC000013410844,CC1=C([C@@H](O)CC(=O)O)C(C)(C)C[C@@H](O)C1
ZINC000015113777,COc1cc(CC[C@@H](O)CC(=O)CCc2cc(O)c(O)c(OC)c2)ccc1O
ZINC000049841126,CCCCCCCCCCCCCCCC[C@@H](O)[C@H]1CC[C@H]([C@H](O)CC[C@H](O)CCCCC[C@@H](O)CC2=C[C@H](C)OC2=O)O1
ZINC000685935427,C=C[C@@]1(C)CC[C@H]2[C@@]3(C)CCCC(C)(C)[C@@H]3[C@@H](OC(=O)CC(=O)OCCCC)C[C@@]2(C)O1
ZINC000685935481,COc1cc(-c2cc(=O)c3c(OC(C)=O)c4c(cc3o2)OC(C)(C)C=C4)cc(OC)c1OC(C)=O
ZINC000014504835,C[C@H](CO)CCOc1ccc(CCCO)cc1
ZINC000060184488,COc1cc2c3c(O)c1OCc1ccc(cc1)C[C@@H]1c4c(cc(OC)c(OC)c4Oc4ccc(cc4)CC3=NCC2)CCN1C
ZINC000070450932,O=Cc1ccc(CO[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)o1
ZINC000085854128,C=C(C)[C@H]1C/C=C(/C)[C@@H](O)CCC2=C[C@H]1OC2=O
ZINC000067903315,Oc1cc(O)c2c(c1)O[C@@]1(c3ccc(O)c(O)c3)Oc3cc4c(c(O)c3[C@@H]2[C@H]1O)C[C@@H](O)[C@@H](c1ccc(O)c(O)c1)O4
ZINC000095099385,CCCCCCC[C@@H](O)[C@H](O)CC[C@H](O)[C@@H]1CC[C@@H](CCCCCCCCCCCC[C@@H](O)CC2=C[C@H](C)OC2=O)O1
ZINC000095098994,CO[C@@H]1O[C@@H]([C@@H](O)C(C)(C)O)C[C@H]1[C@@H]1CC=C2[C@]1(C)CC[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3C[C@H](O)[C@@]21C
ZINC000095099658,COc1cc2c(cc1O)C[C@@H]1NCCc3cc(OC)c(O[C@@H]4O[C@@H](C(=O)O)[C@@H](O)[C@@H](O)[C@@H]4O)c-2c31
ZINC000095485961,O=C(/C=C/c1ccc(O)cc1)OC[C@@H]1O[C@H](OCCc2ccc(O)cc2)[C@@H](O)[C@H](O)[C@H]1O
ZINC000150344823,CNCC1=CC2=C([C@H]3/C=C/c4c(OC)cc5c6c(c(C(=O)CN7Cc8c(CNC)cccc8C7=O)c(O)c5c4O[C@H]4O[C@H](CO3)[C@@H](O)[C@H](O)[C@]4(O)CO)[C@H]3CCC[C@H]3CC6)C=N[C+]2C=C1
ZINC000150354853,COc1ccc2c(c1OC)O[C@H]1c3ccc(O[C@@H]4O[C@@]5(C=CN[C@H](N)[C@H]5OC(=O)CC(=O)O)[C@@H](O)[C@H](O)[C@H]4O)cc3OC3(CCCC3)[C@@H]21
ZINC000085624991,CCC/C=C/C(=O)CCc1cc(OC2CCCC2)c(O)c2c1C#CC[C@@H](N=C(N)N)[C@H]1C=C[C@@H](OC)[C@H](C1)[C@@H]2CCC(C)=O
ZINC000085631908,CC[C@]12C#CC[C@@H]([C@H](O)CCc3ccc(O)c(O[C@H](CO)C[C@H](Cc4c[cH-]cn4)c4ccnc(N)c4)c3)[C@@H](O)[C@H](CCC1)CC2
ZINC000085632075,CCCCCCC[C@H](O)C[C@H](O)CCc1ccc(O)c(OCC[C@H](c2ccnc(N)c2)C2(c3c[cH-]cn3)CCCC2)c1
ZINC000084153817,COc1cc2c(cc1OC)[C@]13C[C@@H](OC)CCC1=CCN3C[C@H]2O
ZINC000085492308,CCCCC[C@H]1C=C[C@H](CCCCC[C@H](C(=O)O)[C@H](O)CC[C@]2(O)C[C@@H](Cc3ccnc(N)c3)C[C@H]2[C@H](O)c2[cH-]c(Cc3ccc(O)cc3)cn2)[C@@H](O)C1
